public_metrics,id,conversation_id,author_id,lang,created_at,edit_history_tweet_ids,comment,withheld,talkid,videourl,gender
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5780039846605496e+18,1.5780039846605496e+18,1.573660993959465e+18,und,2022-10-06T12:47:22.000Z,['1578003984660549643'],201 #نیکا_شاکرمی #مهسا_امینی,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",1.5862565377013596e+18,1.5862565377013596e+18,1.3068489084847104e+18,fa,2022-10-29T07:20:04.000Z,['1586256537701359616'],"اگه توهم مث من اعدامی هستی ی بله بزن 😂
#مهسا_امینی",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.570978718621008e+18,1.570978718621008e+18,1.5688554808474583e+18,en,2022-09-17T03:31:28.000Z,['1570978718621007872'],"#مهسا_امینی
#امیرحسین_خادمی
#MahsaAmini
Hello @YouTube @TeamYouTube 

It appears Namjoon's YouTube artist page has been hacked, and football content is being shown.

Please, recover his channel and help fix this issue.

We kindly ask you to pay more attention.
Thank you.",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5728368556867584e+18,1.5728368556867584e+18,1.4381184786287575e+18,fa,2022-09-22T06:35:02.000Z,['1572836855686758400'],"هزار و صد و سی و نه

#MahsaAmini 
#مهسا_امینی",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5826587846142403e+18,1.5826587846142403e+18,1446124922.0,fa,2022-10-19T09:03:53.000Z,['1582658784614240258'],قسمت تراژدي زندگي ما اين است كه يكي ما را فيلتر كرده و ديگري تحريم. با فيلتر شكن تحريم كننده،ميآييم تا ببينيم فيلتر كننده تحريم شده در چه حاليه!؟🙂#مهسا_امینی,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1.5745084973239788e+18,1.5745084973239788e+18,1.5734411708601344e+18,fa,2022-09-26T21:17:33.000Z,['1574508497323978753'],"من حامی علی کریمی هستم......
#مهسا_امینی 
#اشنویه 
#MahsaAmini 
#OpIran",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.581255033319936e+18,1.581255033319936e+18,9.34806412017963e+17,fa,2022-10-15T12:05:52.000Z,['1581255033319936001'],"چهارصد 
 #مهسا_امینی 
#اعتصابات_سراسری 
#OpIran",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5724788049913856e+18,1.5724788049913856e+18,1.5207369318222684e+18,en,2022-09-21T06:52:17.000Z,['1572478804991385600'],"پنجاه و پنج
#Mahsa_Amini Twenty two yo Iranian girl is brutally killed by Sharia police in Iran.
#مهسا_امینی",
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",1.5896956109991567e+18,1.5896956109991567e+18,891082028.0,fa,2022-11-07T19:05:43.000Z,['1589695610999156736'],با رویش ناگزیر جوانه ها چه می کنید؟ ,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1.5845557826619023e+18,1.5845557826619023e+18,4540815799.0,fa,2022-10-24T14:41:52.000Z,['1584555782661902341'],"صدای تمام فعالین اجتماعی نخبه های زندانی باشیم
حسین رونقی
فاطمه سپهری
مجید توکلی
آرش صادقی
نیلوفر حامدی
...
#حسین_رونقی
#اعتصابات_سراسری 
#مهسا_امینی",
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.582291928665596e+18,1.582291928665596e+18,1.5708705585347953e+18,en,2022-10-18T08:46:08.000Z,['1582291928665595905'],"15
The oil industry workers' strike has entered its fourth day. They have started a strike due to the repression of protesting people and they need support. #اعتصابات_سراسری
#مهسا_امینی",
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.591034824864985e+18,1.591034824864985e+18,1.5873873812960215e+18,fa,2022-11-11T11:47:16.000Z,['1591034824864985090'],"زندانیها را آزاد کنید
#مهسا_امینی
#سامان_یاسین",
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1.5893734134829588e+18,1.5893734134829588e+18,1.5154415647131156e+18,fa,2022-11-06T21:45:25.000Z,['1589373413482958849'],"سی و چهار
به مردمان شریف مریوان بپیوندید
#مهسا_امینی
#اعتصابات_سراسری 
#OpIran",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5969133259586273e+18,1.5969133259586273e+18,1.575501463618351e+18,en,2022-11-27T17:06:20.000Z,['1596913325958627330'],"#ArashSadeghi, a life long human rights and prisoners rights activist in Iran is held in prison and denied treatment for his very aggressive bone cancer. His life is in danger he needs immediate treatment for his deteriorating condition.
Please be his voice. Y @UN 
#MahsaAmini",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5729472547171615e+18,1.5729472547171615e+18,1.5276439849563587e+18,en,2022-09-22T13:53:44.000Z,['1572947254717161472'],"I work on email sms automation softwares for your business 
need any assistance kindly reach out here: https://t.co/tSz1XcWWOL

Iran
Russie
Poutine
#JeudiPhoto
#MetsDeLautomneDansUnTitre
#MahsaAmini
#Andor
#مهسا_امینی
#Andor, #TrudeauMustGoNow, Adam Levine, #AEWGrandSlam.",
"{'retweet_count': 22, 'reply_count': 1, 'like_count': 48, 'quote_count': 1}",1.5914052556648366e+18,1.5914052556648366e+18,1.2304631399275438e+18,fa,2022-11-12T12:19:14.000Z,['1591405255664836608'],"نظر آقای امیر طاهری، درباره رهبر تراشی رهبران کشورهای خارجی برای ایران، و ایراد دیدار فعالین سیاسی با مقامات دولت‌های خارجی

تاریخ مصاحبه ۷ نوامبر ۲۰۲۲ (۱۶ آبان ۱۴۰۱)
#مهسا_امینی https://t.co/voN6ux1E10 https://t.co/zZyGfsTJGm",
@KoroshErfani,,,,,,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5779736169893233e+18,1.5779736169893233e+18,1.5712399320096317e+18,fa,2022-10-06T10:46:42.000Z,['1577973616989323265'],"پیشی

#مهسا_امینی 
#OpIran",
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",1.5844643709393428e+18,1.5844643709393428e+18,377525686.0,fa,2022-10-24T08:38:38.000Z,['1584464370939342848'],"از این به بعد مال باختگان یا بازنشستگان نباید هیچ تجمعی داشته باشند چون در اعتراضات منفعل بودند
#مهسا_امینی 
#اعتصابات_سراسری 
#مرگ_بر_خامنه‌ای_جنایتکار_و_مزدورانش",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.573466595812311e+18,1.573466595812311e+18,1.5718374585258476e+18,fa,2022-09-24T00:17:24.000Z,['1573466595812311041'],برای همه دخترای سرزمینم #مهسا_امینی #OpIran #MahsaAmini,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.58401891919863e+18,1.58401891919863e+18,1.5734501258629325e+18,fa,2022-10-23T03:08:34.000Z,['1584018919198629888'],"برای غزاله چلاوی
""ما همه با هم هستیم""
#مهسا_امینی 
#OpIran 
#MahsaAmini",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1.5821796476931604e+18,1.5821796476931604e+18,1.3154181403822408e+18,fa,2022-10-18T01:19:58.000Z,['1582179647693160448'],"استارتر پک جاکشی در توییتر:
#مهسا_امینی https://t.co/kYgid0vM3b",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1.5817728730430996e+18,1.5817728730430996e+18,1.527933847563903e+18,und,2022-10-16T22:23:35.000Z,['1581772873043099649'],"We are victorious, we know that we will give an unforgettable lesson to all the dictators of the time.
ما پیروز این میدانیم ما درسی فراموش نشدنی به تمام دیکتاتورهای زمان خواهیم داد.انقلاب ما درآینده درسی از دروس تاریخی  دانشگاهای دنیا خواهد شد
#مهسا_امینی
#اوین",
 ,,,,,,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5976286263666483e+18,1.5976286263666483e+18,1.573331520022106e+18,qme,2022-11-29T16:28:41.000Z,['1597628626366648320'],#مهسا_امینی #اعتصابات_سراسری #اعتصاب_کامیونداران #انقلاب۱۴۰۱ https://t.co/KgvYf28M9R,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1.5846433535344026e+18,1.5846433535344026e+18,1.5102596464346194e+18,fa,2022-10-24T20:29:51.000Z,['1584643353534402560'],"حتی فکر اینکه بعد انقلاب زهرا ها و فاطمه ها و محمدا میشن اسمای اصیل ایرانی باعث میشه امید داشته باشم بقیه ش ک بماند =))
(منظورم بد برداشت نشه به قشر مذهبی کاری ندارم اونایی ک دوست ندارن و میگم)
#مهسا_امینی 
#زن_زندگی_آزادی 
#OpIran",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",1.5861207760962232e+18,1.5861207760962232e+18,1.4968779873372324e+18,fa,2022-10-28T22:20:36.000Z,['1586120776096223232'],"چند وقت دیگه باید عوامل این حکومت بچه کش دنبال سوراخ موش بگردند.
هر چه می توانید رسواشون کنید.
#مهسا_امینی https://t.co/LSOoB4Kfb5",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5764666154822164e+18,1.5764666154822164e+18,282665753.0,fa,2022-10-02T06:58:25.000Z,['1576466615482216450'],"#مهسا_امینی
#MahsaAmini
#OpIran 
برای فریده غلامی  
 مسافر پرواز ps752",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1.5806925501341737e+18,1.5806925501341737e+18,1.4936737717561344e+18,fa,2022-10-13T22:50:46.000Z,['1580692550134173702'],"بچها توییت قبلی ریتوییت کنید…حمایت بشم🤍✨🤍با هشتگ و منشن یادتون نره🤍 بکککککک میدم ۱۰۰٪تضمینی🙂🙏🏼
#مهسا_امینی #سنندج #Oplran",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5719533022915502e+18,1.5719533022915502e+18,1.33132797795575e+18,fa,2022-09-19T20:04:07.000Z,['1571953302291550211'],"پنجاه و هفت
#مهسا_امینی",
 ,,,,,,,,
"{'retweet_count': 2, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",1.5862555174243983e+18,1.5862555174243983e+18,1.2822850173857956e+18,fa,2022-10-29T07:16:01.000Z,['1586255517424398338'],"خیلی ببخشید خیلی ببخشید ولی کس ننه ت ك صدای #محمد_صفایی رو ك داد میزنه «بچه‌هااااا کمك»رو شنیدی ولی اندازه عدس خایه نداشتی و وایسادی فیلم گرفتی 
#مهسا_امینی",
#مهسا_امینی ,,,,,,,,
"{'retweet_count': 5, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",1.5734469369082552e+18,1.5734469369082552e+18,1.4747277960061788e+18,fa,2022-09-23T22:59:17.000Z,['1573446936908255238'],"برای عکسای زشت کارت ملی و شناسناممون
#OpIran 
#مهسا_امینی",
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1.5823071699778724e+18,1.5823071699778724e+18,1.574325261088084e+18,fa,2022-10-18T09:46:41.000Z,['1582307169977872384'],"دم کارگرای عسلویه و همه کسایی که #اعتصابات_سراسری میکنن گرم ❤️

#مهسا_امینی",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5831069255413514e+18,1.5831069255413514e+18,1.3980611554621276e+18,en,2022-10-20T14:44:38.000Z,['1583106925541351424'],"هشتصد هشتاد پنج
BE MY VOICE
TAKE MY HAND
AND STAY WITH ME 
#OpIran
#مهسا_امینی
#اعتصابات_سراسری",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1.5760949889154621e+18,1.5760949889154621e+18,1.4967969315610337e+18,fa,2022-10-01T06:21:42.000Z,['1576094988915462145'],"S
زن زندگی آزادی
#MahsaAmini 
#OpIran",
